sadness	자책하다
sadness	자포자기하다
fear	잔인하다
fear	잔혹하다
anger	잡놈
anger	재미없다
joy	재미있다
anger	저년
anger	저놈
sadness	적적하다
sadness	절규하다
sadness	절망하다
sadness	절박하다
sadness	절실하다
sadness	절절매다
sadness	절절하다
anger	제기랄
fear	조마조마하다
neutral	조심스럽다
joy	좋다
sadness	좌절되다
sadness	죄송하다
sadness	죄책감
sadness	주눅들다
joy	즐겁다
anger	증오하다
anger	지겹다
anger	지긋지긋하다
sadness	지끈거리다
anger	지독하다
anger	지랄하다
anger	anger하다
anger	진노하다
anger	질투하다
anger	징그럽다
anger	짜증나다
sadness	짠하다
neutral	쭈뼛거리다
anger	찜찜하다
sadness	찡하다
sadness	착잡하다
sadness	참담하다
sadness	참회하다
sadness	창피하다
sadness	처량하다
sadness	처절하다
sadness	처참하다
joy	천만다행이다
surprise	철렁하다
sadness	청승맞다
sadness	초라하다
fear	초조하다
surprise	충격적
joy	충동적
sadness	측은하다
anger	치떨리다
anger	치밀어오르다
anger	치사하다
anger	치욕적
joy	친근하다
joy	친숙하다
sadness	침울하다
sadness	침통하다
joy	카핫핫핫
anger	코웃음치다
joy	콩닥거리다
joy	쾌적하다
joy	킬킬거리다
sadness	탄복하다
sadness	탄식하다
joy	탐나다
joy	통쾌하다
sadness	통탄하다
joy	편안하다
joy	하하
sadness	한숨짓다
sadness	한스럽다
sadness	한탄하다
joy	함박웃음
anger	해괴하다
joy	행복하다
sadness	허무하다
sadness	허전하다
sadness	허탈하다
joy	허허
surprise	헉
joy	후련하다
sadness	후회하다
joy	후후
joy	훌륭하다
sadness	휑하다
surprise	휘둥그레지다
anger	흉측하다
joy	흐뭇하다
joy	흐흐
sadness	흑흑
surprise	흠칫하다
joy	흡족하다
joy	흥겹다
joy	흥미롭다
anger	흥분하다
joy	희희낙락하다
joy	히죽거리다
